ID;System;Conc (mol/L);T (K);PCO2 (kPa);aCO2 (mol CO2/mol amine);Reference;DOI
1786;MEA;4.9;393.15;7.354;0.155;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1787;MEA;4.9;393.15;9.314;0.1766;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1788;MEA;4.9;393.15;9.045;0.1843;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1789;MEA;4.9;393.15;15.51;0.2085;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1790;MEA;4.9;393.15;19.62;0.2326;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1791;MEA;4.9;393.15;25.2;0.2381;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1792;MEA;4.9;393.15;27.71;0.256;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1793;MEA;4.9;393.15;39.18;0.2901;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1794;MEA;4.9;393.15;40.4;0.2967;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1795;MEA;4.9;393.15;43.49;0.3004;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1796;MEA;4.9;393.15;51.82;0.3125;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1797;MEA;4.9;393.15;58.57;0.3191;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1798;MEA;4.9;393.15;62.88;0.3298;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1799;MEA;4.9;393.15;77.59;0.3424;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1800;MEA;4.9;393.15;74.95;0.3424;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1801;MEA;4.9;393.15;83.61;0.35;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1802;MEA;4.9;393.15;92.79;0.3594;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1803;MEA;4.9;393.15;137.9;0.3882;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1804;MEA;4.9;393.15;191.9;0.4182;Ma'mun et al (2005);https://doi.org/10.1021/je0496490
1805;MEA;2;363.15;2.02;0.12;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1806;MEA;2;363.15;7.61;0.26;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1807;MEA;2;363.15;15.05;0.35;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1808;MEA;2;363.15;30.04;0.37;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1809;MEA;2;363.15;100.92;0.5;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1810;MEA;2;353.15;2.5;0.32;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1811;MEA;2;353.15;7.47;0.39;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1812;MEA;2;353.15;15.11;0.41;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1813;MEA;2;353.15;30.37;0.43;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1814;MEA;2;353.15;100.95;0.53;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1815;MEA;2;333.15;2.92;0.46;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1816;MEA;2;333.15;8.39;0.49;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1817;MEA;2;333.15;14.67;0.51;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1818;MEA;2;333.15;30.24;0.57;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1819;MEA;2;333.15;101.02;0.6;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1820;MEA;2;313.15;1.87;0.5;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1821;MEA;2;313.15;7.09;0.55;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1822;MEA;2;313.15;15.04;0.61;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1823;MEA;2;313.15;29.23;0.65;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1824;MEA;2;313.15;100.29;0.68;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1825;MEA;5;363.15;14.62;0.29;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1826;MEA;5;363.15;30.06;0.34;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1827;MEA;5;363.15;100.03;0.42;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1828;MEA;5;353.15;2.23;0.29;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1829;MEA;5;353.15;7.23;0.36;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1830;MEA;5;353.15;14.69;0.4;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1831;MEA;5;353.15;29.57;0.42;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1832;MEA;5;353.15;100.61;0.47;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1833;MEA;5;333.15;2.03;0.4;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1834;MEA;5;333.15;14.99;0.44;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1835;MEA;5;333.15;29.88;0.47;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1836;MEA;5;333.15;100.36;0.5;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1837;MEA;5;323.15;2.6;0.43;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1838;MEA;5;323.15;15.01;0.46;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1839;MEA;5;323.15;29.89;0.49;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1840;MEA;5;323.15;100.1;0.52;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1841;MEA;5;313.15;2.91;0.48;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1842;MEA;5;313.15;7.07;0.52;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1843;MEA;5;313.15;15.06;0.53;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1844;MEA;5;313.15;29.66;0.56;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1845;MEA;5;313.15;100.69;0.59;Narku-Tetteh et al (2017);https://doi.org/10.1016/j.ces.2017.02.036
1846;MEA;2.5;313.15;0.0017;0.111;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1847;MEA;2.5;313.15;0.0035;0.148;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1848;MEA;2.5;313.15;0.0068;0.186;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1849;MEA;2.5;313.15;0.017;0.22;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1850;MEA;2.5;313.15;0.0215;0.236;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1851;MEA;2.5;313.15;0.0427;0.295;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1852;MEA;2.5;313.15;0.045;0.298;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1853;MEA;2.5;313.15;0.0845;0.342;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1854;MEA;2.5;313.15;0.222;0.398;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1855;MEA;2.5;313.15;0.6634;0.442;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1856;MEA;2.5;313.15;0.7013;0.45;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1857;MEA;2.5;313.15;4.8405;0.516;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1858;MEA;2.5;313.15;7.8861;0.529;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1859;MEA;2.5;313.15;16.0024;0.565;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1860;MEA;2.5;333.15;0.0042;0.048;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1861;MEA;2.5;333.15;0.0056;0.06;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1862;MEA;2.5;333.15;0.0068;0.075;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1863;MEA;2.5;333.15;0.0078;0.069;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1864;MEA;2.5;333.15;0.0094;0.098;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1865;MEA;2.5;333.15;0.0151;0.135;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1866;MEA;2.5;333.15;0.0234;0.144;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1867;MEA;2.5;333.15;0.0417;0.175;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1868;MEA;2.5;333.15;0.0965;0.23;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1869;MEA;2.5;333.15;0.1462;0.253;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1870;MEA;2.5;333.15;1.7998;0.415;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1871;MEA;2.5;333.15;5.409;0.48;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1872;MEA;2.5;333.15;8.2297;0.492;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1873;MEA;4.9;313.15;0.0016;0.102;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1874;MEA;4.9;313.15;0.0123;0.206;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1875;MEA;4.9;313.15;0.0246;0.25;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1876;MEA;4.9;313.15;0.0603;0.337;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1877;MEA;4.9;313.15;0.0851;0.353;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1878;MEA;4.9;313.15;0.1835;0.401;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1879;MEA;4.9;313.15;0.2928;0.417;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1880;MEA;4.9;313.15;0.3188;0.421;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1881;MEA;4.9;313.15;0.3809;0.433;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1882;MEA;4.9;313.15;0.5702;0.447;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1883;MEA;4.9;313.15;1.0662;0.464;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1884;MEA;4.9;313.15;1.8326;0.476;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1885;MEA;4.9;313.15;1.8278;0.477;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1886;MEA;4.9;313.15;2.3193;0.485;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1887;MEA;4.9;313.15;2.8577;0.489;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1888;MEA;4.9;313.15;8.5583;0.516;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1889;MEA;4.9;313.15;11.812;0.524;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1890;MEA;4.9;333.15;0.0045;0.053;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1891;MEA;4.9;333.15;0.0154;0.105;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1892;MEA;4.9;333.15;0.0427;0.162;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1893;MEA;4.9;333.15;0.1348;0.244;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1894;MEA;4.9;333.15;0.3015;0.303;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1895;MEA;4.9;333.15;0.6436;0.36;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1896;MEA;4.9;333.15;1.097;0.393;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1897;MEA;4.9;333.15;2.5014;0.428;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1898;MEA;4.9;333.15;13.558;0.491;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1899;MEA;4.9;353.15;0.0056;0.017;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1900;MEA;4.9;353.15;0.0219;0.04;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1901;MEA;4.9;353.15;0.0557;0.075;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1902;MEA;4.9;353.15;0.1406;0.122;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1903;MEA;4.9;353.15;0.2485;0.155;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1904;MEA;4.9;353.15;0.6137;0.216;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1905;MEA;4.9;353.15;1.2538;0.271;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1906;MEA;4.9;353.15;3.7522;0.347;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1907;MEA;4.9;353.15;7.9387;0.4;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1908;MEA;4.9;353.15;8.3031;0.398;Aronu et al (2011);https://doi.org/10.1016/j.ces.2011.08.042
1909;MEA;4.9;313.15;5.5;0.498;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1910;MEA;4.9;313.15;11;0.524;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1911;MEA;4.9;313.15;25.8;0.547;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1912;MEA;4.9;313.15;52.7;0.567;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1913;MEA;4.9;313.15;106.5;0.599;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1914;MEA;4.9;373.15;4.5;0.261;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1915;MEA;4.9;373.15;11;0.326;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1916;MEA;4.9;373.15;25.6;0.382;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1917;MEA;4.9;373.15;60.2;0.427;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1918;MEA;4.9;373.15;105.6;0.456;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1919;MEA;4.9;393.15;5.3;0.151;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1920;MEA;4.9;393.15;12.5;0.216;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1921;MEA;4.9;393.15;29.2;0.282;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1922;MEA;4.9;393.15;65.8;0.336;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1923;MEA;4.9;393.15;112.4;0.381;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
1924;MO;2;313.15;10.667;0.452;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1925;MO;2;313.15;16.844;0.531;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1926;MO;2;313.15;31.405;0.55;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1927;MO;2;313.15;51.692;0.559;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1928;MO;2;313.15;81.625;0.56;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1929;MO;2;313.15;170.005;0.567;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1930;MO;2;333.15;9.817;0.354;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1931;MO;2;333.15;22.841;0.42;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1932;MO;2;333.15;43.179;0.484;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1933;MO;2;333.15;75.119;0.526;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1934;MO;2;333.15;101.863;0.543;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1935;MO;2;333.15;167.668;0.547;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1936;MO;3;313.15;12.298;0.396;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1937;MO;3;313.15;24.805;0.534;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1938;MO;3;313.15;54.984;0.59;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1939;MO;3;313.15;86.987;0.599;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1940;MO;3;313.15;112.404;0.611;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1941;MO;3;313.15;147.221;0.627;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1942;MO;3;313.15;255.978;0.648;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1943;MO;3;333.15;12.298;0.346;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1944;MO;3;333.15;16.548;0.386;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1945;MO;3;333.15;47.4;0.469;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1946;MO;3;333.15;62.926;0.498;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1947;MO;3;333.15;95.602;0.54;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1948;MO;3;333.15;135.773;0.566;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1949;MO;3;333.15;187.688;0.587;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1950;MO;4.5;313.15;10.494;0.385;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1951;MO;4.5;313.15;18.25;0.464;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1952;MO;4.5;313.15;37.054;0.524;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1953;MO;4.5;313.15;65.268;0.558;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1954;MO;4.5;313.15;90.361;0.571;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1955;MO;4.5;313.15;128.684;0.584;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1956;MO;4.5;313.15;148.264;0.595;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1957;MO;4.5;313.15;217.218;0.611;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1958;MO;4.5;333.15;10.029;0.292;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1959;MO;4.5;333.15;21.843;0.339;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1960;MO;4.5;333.15;54.888;0.441;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1961;MO;4.5;333.15;83.963;0.482;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1962;MO;4.5;333.15;143.873;0.538;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1963;MO;4.5;333.15;185.613;0.552;Khosravi et al (2015);https://doi.org/10.1016/j.molliq.2015.11.031
1964;MO;1.1;313.15;589.851;0.927;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1965;MO;1.1;313.15;458.746;0.907;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1966;MO;1.1;313.15;322.651;0.874;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1967;MO;1.1;313.15;221.298;0.817;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1968;MO;1.1;313.15;163.672;0.794;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1969;MO;1.1;313.15;133.856;0.762;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1970;MO;1.1;313.15;89.529;0.725;Rayer et al (2014);https://doi.org/10.4155/cmt.12.47
1971;MAPA;2;313.15;0.3;0.943;Arshad et al (2014);https://doi.org/10.1021/je400886w
1972;MAPA;2;313.15;3.6;1.094;Arshad et al (2014);https://doi.org/10.1021/je400886w
1973;MAPA;2;313.15;14.4;1.184;Arshad et al (2014);https://doi.org/10.1021/je400886w
1974;MAPA;2;313.15;89.4;1.365;Arshad et al (2014);https://doi.org/10.1021/je400886w
1975;MAPA;2;313.15;166.5;1.455;Arshad et al (2014);https://doi.org/10.1021/je400886w
1976;MAPA;2;313.15;256.8;1.532;Arshad et al (2014);https://doi.org/10.1021/je400886w
1977;MAPA;2;313.15;328.5;1.584;Arshad et al (2014);https://doi.org/10.1021/je400886w
1978;MAPA;2;353.15;1.2;0.696;Arshad et al (2014);https://doi.org/10.1021/je400886w
1979;MAPA;2;353.15;2.2;0.813;Arshad et al (2014);https://doi.org/10.1021/je400886w
1980;MAPA;2;353.15;5.8;0.935;Arshad et al (2014);https://doi.org/10.1021/je400886w
1981;MAPA;2;353.15;26.5;1.079;Arshad et al (2014);https://doi.org/10.1021/je400886w
1982;MAPA;2;353.15;106.9;1.2;Arshad et al (2014);https://doi.org/10.1021/je400886w
1983;MAPA;2;353.15;218.4;1.273;Arshad et al (2014);https://doi.org/10.1021/je400886w
1984;MAPA;2;353.15;341.6;1.327;Arshad et al (2014);https://doi.org/10.1021/je400886w
1985;MAPA;2;353.15;427.2;1.359;Arshad et al (2014);https://doi.org/10.1021/je400886w
1986;MAPA;2;393.15;1.6;0.397;Arshad et al (2014);https://doi.org/10.1021/je400886w
1987;MAPA;2;393.15;3.6;0.514;Arshad et al (2014);https://doi.org/10.1021/je400886w
1988;MAPA;2;393.15;7.4;0.631;Arshad et al (2014);https://doi.org/10.1021/je400886w
1989;MAPA;2;393.15;16.3;0.755;Arshad et al (2014);https://doi.org/10.1021/je400886w
1990;MAPA;2;393.15;38.4;0.876;Arshad et al (2014);https://doi.org/10.1021/je400886w
1991;MAPA;2;393.15;98.8;0.995;Arshad et al (2014);https://doi.org/10.1021/je400886w
1992;MAPA;2;393.15;254.4;1.104;Arshad et al (2014);https://doi.org/10.1021/je400886w
1993;MAPA;2;393.15;327.6;1.137;Arshad et al (2014);https://doi.org/10.1021/je400886w
1994;MAPA;2;393.15;359.7;1.151;Arshad et al (2014);https://doi.org/10.1021/je400886w
1995;MAPA;1;313.15;0.3;0.984;Arshad et al (2014);https://doi.org/10.1021/je400886w
1996;MAPA;1;313.15;10.1;1.231;Arshad et al (2014);https://doi.org/10.1021/je400886w
1997;MAPA;1;313.15;45.2;1.389;Arshad et al (2014);https://doi.org/10.1021/je400886w
1998;MAPA;1;313.15;125.2;1.544;Arshad et al (2014);https://doi.org/10.1021/je400886w
1999;MAPA;1;313.15;258.2;1.684;Arshad et al (2014);https://doi.org/10.1021/je400886w
2000;MAPA;1;313.15;406.2;1.813;Arshad et al (2014);https://doi.org/10.1021/je400886w
2001;MAPA;1;313.15;495.6;1.875;Arshad et al (2014);https://doi.org/10.1021/je400886w
2002;MAPA;1;353.15;1.3;0.705;Arshad et al (2014);https://doi.org/10.1021/je400886w
2003;MAPA;1;353.15;6.8;0.959;Arshad et al (2014);https://doi.org/10.1021/je400886w
2004;MAPA;1;353.15;75.9;1.196;Arshad et al (2014);https://doi.org/10.1021/je400886w
2005;MAPA;1;353.15;271.8;1.365;Arshad et al (2014);https://doi.org/10.1021/je400886w
2006;MAPA;1;353.15;441.8;1.452;Arshad et al (2014);https://doi.org/10.1021/je400886w
2007;MAPA;1;353.15;534.5;1.495;Arshad et al (2014);https://doi.org/10.1021/je400886w
2008;MAPA;1;393.15;1.6;0.345;Arshad et al (2014);https://doi.org/10.1021/je400886w
2009;MAPA;1;393.15;3.8;0.512;Arshad et al (2014);https://doi.org/10.1021/je400886w
2010;MAPA;1;393.15;8.7;0.674;Arshad et al (2014);https://doi.org/10.1021/je400886w
2011;MAPA;1;393.15;22.8;0.838;Arshad et al (2014);https://doi.org/10.1021/je400886w
2012;MAPA;1;393.15;65.9;0.995;Arshad et al (2014);https://doi.org/10.1021/je400886w
2013;MAPA;1;393.15;186.5;1.136;Arshad et al (2014);https://doi.org/10.1021/je400886w
2014;MAPA;1;393.15;341.3;1.227;Arshad et al (2014);https://doi.org/10.1021/je400886w
2015;MAPA;1;393.15;388;1.252;Arshad et al (2014);https://doi.org/10.1021/je400886w
2016;PAE;2.9;313.15;5.7;0.579;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2017;PAE;2.9;313.15;12.3;0.646;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2018;PAE;2.9;313.15;26.8;0.724;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2019;PAE;2.9;313.15;57.8;0.794;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2020;PAE;2.9;313.15;107.8;0.845;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2021;PAE;2.9;313.15;213.4;0.902;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2022;PAE;2.9;373.15;4.4;0.128;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2023;PAE;2.9;373.15;10.6;0.193;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
2024;PAE;2.9;373.15;25.1;0.283;Yamada et al (2013);https://doi.org/10.1016/j.ijggc.2013.03.027
